Sample_number,Site_code,LU,Passage,Round,Day,Month,Year,Time,DayNb,DayNight,Season,Trap,Msq_genus,Msq_group,Msq_species,Msq_species_complete,Msq_ID,Sex,Fed,Comment ,Screen,Screen_bool,Pos_bool,PCR_species,Molecular_marker,Msq_species_molecular,UK_abdomen,DukeU_abdomen,Random selection ITS2 if Duke yes no need to re-do,PCR cytb Pos,PCR cytb seq
BC0826,FIH01,fields,high,1,28,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Pos,1,0,Neg,ITS2/CO1,An. campestris,,Yes,No,no,
BC0827,FIH01,fields,high,1,28,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0828,FIH01,fields,high,1,28,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0829,FIH01,fields,high,1,28,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Pos,1,1,Pv,ITS2,An. wejchoochotei,,No,No,yes,
BC0830,FIH01,fields,high,1,28,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0831,FIH01,fields,high,1,28,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0832,FIH01,fields,high,1,28,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0833,FIH01,fields,high,1,28,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0834,FIH01,fields,high,1,28,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0835,FIH01,fields,high,1,28,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,ITS2/CO1,An. campestris,,Yes,No,,
BC0836,FIH01,fields,high,1,29,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0837,FIH01,fields,high,1,29,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0838,FIH01,fields,high,1,29,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Pos,1,1,Pv,ITS2,An. tessellatus,,No,No,no,
BC0839,FIH01,fields,high,1,29,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0840,FIH01,fields,high,1,29,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0841,FIH01,fields,high,1,29,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0842,FIH01,fields,high,1,29,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0843,FIH01,fields,high,1,29,10,2019,2,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0844,FIH01,fields,high,1,29,10,2019,2,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0845,FIH01,fields,high,1,29,10,2019,3,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0846,FIH01,fields,high,1,29,10,2019,3,Day1,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0847,FIH01,fields,high,1,29,10,2019,3,Day1,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0848,FIH01,fields,high,1,29,10,2019,4,Day1,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0849,FIH01,fields,high,1,29,10,2019,5,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0850,FIH01,fields,high,1,29,10,2019,7,Day1,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,ITS2/CO1,An. wejchoochotei,,Yes,Yes,,
BC0851,FIH01,fields,high,1,29,10,2019,19,Day2,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0852,FIH01,fields,high,1,29,10,2019,19,Day2,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0853,FIH01,fields,high,1,29,10,2019,20,Day2,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0854,FIH01,fields,high,1,29,10,2019,20,Day2,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0855,FIH01,fields,high,1,29,10,2019,20,Day2,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,ITS2/CO1,An. wejchoochotei,,Yes,No,,
BC0856,FIH01,fields,high,1,29,10,2019,20,Day2,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0857,FIH01,fields,high,1,29,10,2019,22,Day2,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0858,FIH01,fields,high,1,29,10,2019,23,Day2,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0859,FIH01,fields,high,1,29,10,2019,23,Day2,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0860,FIH01,fields,high,1,29,10,2019,23,Day2,Night,Rainy,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC0861,FIH01,fields,high,1,30,10,2019,1,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0862,FIH01,fields,high,1,30,10,2019,3,Day2,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0863,FIH01,fields,high,1,30,10,2019,3,Day2,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0864,FIH01,fields,high,1,30,10,2019,4,Day2,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0865,FIH01,fields,high,1,30,10,2019,5,Day2,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0866,FIH01,fields,high,1,30,10,2019,19,Day3,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0867,FIH01,fields,high,1,30,10,2019,19,Day3,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0868,FIH01,fields,high,1,30,10,2019,19,Day3,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,ITS2/CO1,An. campestris,,Yes,No,,
BC0869,FIH01,fields,high,1,30,10,2019,19,Day3,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0870,FIH01,fields,high,1,30,10,2019,20,Day3,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Pos,1,0,Neg,,,,No,No,dif,Bad sequence
BC0871,FIH01,fields,high,1,30,10,2019,20,Day3,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0872,FIH01,fields,high,1,30,10,2019,21,Day3,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0873,FIH01,fields,high,1,31,10,2019,1,Day3,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0874,FIH01,fields,high,1,31,10,2019,2,Day3,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0875,FIH01,fields,high,1,31,10,2019,2,Day3,Night,Rainy,HDN,Anopheles,Annularis,nivipes,An. nivipes,nivipes,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0876,FIH01,fields,high,1,31,10,2019,4,Day3,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0877,FIH01,fields,high,1,31,10,2019,5,Day3,Night,Rainy,HDN,Anopheles,Annularis,philippinensis,An. philippinensis,philippinensis,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0878,FIH01,fields,high,1,31,10,2019,5,Day3,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0879,FIH01,fields,high,1,31,10,2019,6,Day3,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0880,FIH01,fields,high,1,31,10,2019,6,Day3,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0881,FIH01,fields,high,1,31,10,2019,6,Day3,Night,Rainy,HDN,Anopheles,Annularis,philippinensis,An. philippinensis,philippinensis,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0882,FIH02,fields,high,1,21,10,2019,16,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0883,FIH02,fields,high,1,21,10,2019,16,Day1,Day,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0884,FIH02,fields,high,1,21,10,2019,16,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,ITS2,An. nigerrimus,,Yes,Yes,,
BC0885,FIH02,fields,high,1,21,10,2019,17,Day1,Day,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0886,FIH02,fields,high,1,21,10,2019,17,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0887,FIH02,fields,high,1,21,10,2019,17,Day1,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0888,FIH02,fields,high,1,21,10,2019,17,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0889,FIH02,fields,high,1,21,10,2019,17,Day1,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,ITS2/CO1,An. campestris,,Yes,No,,
BC0890,FIH02,fields,high,1,21,10,2019,17,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0891,FIH02,fields,high,1,21,10,2019,18,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0892,FIH02,fields,high,1,21,10,2019,18,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0893,FIH02,fields,high,1,21,10,2019,18,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0894,FIH02,fields,high,1,21,10,2019,18,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Pos,1,0,Neg,,,,No,No,dif,
BC0895,FIH02,fields,high,1,21,10,2019,18,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0896,FIH02,fields,high,1,21,10,2019,19,Day1,Night,Rainy,HDN,Anopheles,Annularis,nivipes,An. nivipes,nivipes,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0897,FIH02,fields,high,1,21,10,2019,19,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0898,FIH02,fields,high,1,21,10,2019,19,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0899,FIH02,fields,high,1,21,10,2019,19,Day1,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0900,FIH02,fields,high,1,21,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0901,FIH02,fields,high,1,21,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0902,FIH02,fields,high,1,21,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0903,FIH02,fields,high,1,21,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0904,FIH02,fields,high,1,21,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0905,FIH02,fields,high,1,21,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0906,FIH02,fields,high,1,21,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0907,FIH02,fields,high,1,21,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0908,FIH02,fields,high,1,21,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0909,FIH02,fields,high,1,21,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0910,FIH02,fields,high,1,21,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0911,FIH02,fields,high,1,21,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0912,FIH02,fields,high,1,21,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0913,FIH02,fields,high,1,21,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,ITS2,An. nigerrimus,,Yes,No,,
BC0914,FIH02,fields,high,1,21,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0915,FIH02,fields,high,1,21,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0916,FIH02,fields,high,1,21,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0917,FIH02,fields,high,1,21,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0918,FIH02,fields,high,1,21,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0919,FIH02,fields,high,1,21,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,ITS2/CO1,An. wejchoochotei,,Yes,No,,
BC0920,FIH02,fields,high,1,21,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,Yes,none,Neg,0,0,NA,,,,No,Yes,,
BC0921,FIH02,fields,high,1,21,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0922,FIH02,fields,high,1,22,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0923,FIH02,fields,high,1,22,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0924,FIH02,fields,high,1,22,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0925,FIH02,fields,high,1,22,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0926,FIH02,fields,high,1,22,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0927,FIH02,fields,high,1,22,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0928,FIH02,fields,high,1,22,10,2019,5,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC0929,FIH02,fields,high,1,22,10,2019,5,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,ITS2/CO1,An. campestris,,Yes,No,,
BC0930,FIH02,fields,high,1,22,10,2019,6,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0931,FIH02,fields,high,1,22,10,2019,6,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0932,FIH02,fields,high,1,22,10,2019,6,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0933,FIH02,fields,high,1,22,10,2019,6,Day1,Night,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0934,FIH02,fields,high,1,22,10,2019,7,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0935,FIH02,fields,high,1,22,10,2019,7,Day1,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0936,FIH02,fields,high,1,22,10,2019,8,Day1,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0937,FIH02,fields,high,1,22,10,2019,9,Day1,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0938,FIH02,fields,high,1,22,10,2019,9,Day1,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0939,FIH02,fields,high,1,22,10,2019,10,Day1,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0940,FIH02,fields,high,1,22,10,2019,12,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0941,FIH02,fields,high,1,22,10,2019,13,Day1,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,ITS2/CO1,An. campestris,,Yes,No,,
BC0942,FIH02,fields,high,1,22,10,2019,13,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0943,FIH02,fields,high,1,22,10,2019,14,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,ITS2,An. nigerrimus,,Yes,No,,
BC0944,FIH02,fields,high,1,22,10,2019,14,Day1,Day,Rainy,HDN,Anopheles,Annularis,philippinensis,An. philippinensis,philippinensis,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0945,FIH02,fields,high,1,22,10,2019,15,Day1,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0946,FIH02,fields,high,1,22,10,2019,15,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0947,FIH02,fields,high,1,22,10,2019,15,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0948,FIH02,fields,high,1,22,10,2019,15,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0949,FIH02,fields,high,1,22,10,2019,15,Day1,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0950,FIH02,fields,high,1,22,10,2019,16,Day2,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0951,FIH02,fields,high,1,22,10,2019,16,Day2,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0952,FIH02,fields,high,1,22,10,2019,16,Day2,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0953,FIH02,fields,high,1,22,10,2019,16,Day2,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0954,FIH02,fields,high,1,22,10,2019,16,Day2,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0955,FIH02,fields,high,1,22,10,2019,16,Day2,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0956,FIH02,fields,high,1,22,10,2019,16,Day2,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0957,FIH02,fields,high,1,22,10,2019,16,Day2,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0958,FIH02,fields,high,1,22,10,2019,16,Day2,Day,Rainy,HDN,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
