Sample_number,Site_code,LU,Passage,Round,Day,Month,Year,Time,DayNb,DayNight,Season,Trap,Msq_genus,Msq_group,Msq_species,Msq_species_complete,Msq_ID,Sex,Fed,Comment ,Screen,Screen_bool,Pos_bool,PCR_species,Molecular_marker,Msq_species_molecular,UK_abdomen,DukeU_abdomen,Random selection ITS2 if Duke yes no need to re-do,PCR cytb Pos,PCR cytb seq
BC6108,FIH05,fields,high,4,11,8,2020,10,Day3,Day,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6109,FOL01,forest,low,4,1,8,2020,19,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6110,FOL01,forest,low,4,1,8,2020,19,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6111,FOL01,forest,low,4,1,8,2020,19,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6112,FOL01,forest,low,4,1,8,2020,19,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6113,FOL01,forest,low,4,1,8,2020,19,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6114,FOL01,forest,low,4,1,8,2020,20,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6115,FOL01,forest,low,4,2,8,2020,2,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6116,FOL01,forest,low,4,2,8,2020,2,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6117,FOL01,forest,low,4,2,8,2020,2,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6118,FOL01,forest,low,4,2,8,2020,5,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6119,FOL01,forest,low,4,2,8,2020,6,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6120,FOL01,forest,low,4,2,8,2020,19,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6121,FOL01,forest,low,4,2,8,2020,19,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6122,FOL01,forest,low,4,2,8,2020,19,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,baimaii,An. baimaii,baimaii,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6123,FOL01,forest,low,4,2,8,2020,19,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6124,FOL01,forest,low,4,2,8,2020,22,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6125,FOL01,forest,low,4,2,8,2020,22,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6126,FOL01,forest,low,4,2,8,2020,23,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6127,FOL01,forest,low,4,2,8,2020,23,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6128,FOL01,forest,low,4,2,8,2020,23,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6129,FOL01,forest,low,4,2,8,2020,23,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6130,FOL01,forest,low,4,2,8,2020,23,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6131,FOL01,forest,low,4,2,8,2020,23,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6132,FOL01,forest,low,4,2,8,2020,23,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6133,FOL01,forest,low,4,2,8,2020,23,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6134,FOL01,forest,low,4,3,8,2020,24,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6135,FOL01,forest,low,4,3,8,2020,24,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6136,FOL01,forest,low,4,3,8,2020,24,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6137,FOL01,forest,low,4,3,8,2020,1,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,baimaii,An. baimaii,baimaii,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6138,FOL01,forest,low,4,3,8,2020,1,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6139,FOL01,forest,low,4,3,8,2020,1,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6140,FOL01,forest,low,4,3,8,2020,1,Day2,Night,Rainy ,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,No,,
BC6141,FOL01,forest,low,4,3,8,2020,1,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6142,FOL01,forest,low,4,3,8,2020,3,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,baimaii,An. baimaii,baimaii,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6143,FOL01,forest,low,4,3,8,2020,3,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6144,FOL01,forest,low,4,3,8,2020,3,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6145,FOL01,forest,low,4,3,8,2020,3,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6146,FOL01,forest,low,4,3,8,2020,3,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6147,FOL01,forest,low,4,3,8,2020,4,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6148,FOL01,forest,low,4,3,8,2020,5,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6149,FOL01,forest,low,4,3,8,2020,5,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6150,FOL01,forest,low,4,3,8,2020,5,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6151,FOL01,forest,low,4,3,8,2020,6,Day2,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6152,FIL02,fields,low,4,5,8,2020,20,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6153,FIL02,fields,low,4,5,8,2020,21,Day1,Night,Rainy ,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,No,,
BC6154,FIL02,fields,low,4,6,8,2020,1,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6155,FIL02,fields,low,4,6,8,2020,3,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6156,FIL02,fields,low,4,6,8,2020,3,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6157,FIL02,fields,low,4,6,8,2020,3,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6158,FIL02,fields,low,4,6,8,2020,4,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6159,FIL02,fields,low,4,6,8,2020,4,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6160,FIL02,fields,low,4,6,8,2020,4,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6161,FIL02,fields,low,4,6,8,2020,4,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6162,FIL02,fields,low,4,6,8,2020,5,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6163,FIL02,fields,low,4,6,8,2020,5,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6164,FIL02,fields,low,4,6,8,2020,5,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6165,FIL02,fields,low,4,6,8,2020,5,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6166,FIL02,fields,low,4,6,8,2020,5,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6167,FIL02,fields,low,4,6,8,2020,5,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6168,FIL02,fields,low,4,6,8,2020,5,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6169,FIL02,fields,low,4,6,8,2020,5,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6170,FIL02,fields,low,4,6,8,2020,5,Day1,Night,Rainy ,HDN,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6171,FIL02,fields,low,4,6,8,2020,5,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6172,FIL02,fields,low,4,6,8,2020,6,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6173,FIL02,fields,low,4,6,8,2020,6,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6174,FIL02,fields,low,4,6,8,2020,6,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6175,FIL02,fields,low,4,6,8,2020,6,Day1,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6176,FIL02,fields,low,4,6,8,2020,7,Day1,Day,Rainy ,HDN,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6177,FIL02,fields,low,4,6,8,2020,7,Day1,Day,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6178,FIL02,fields,low,4,6,8,2020,7,Day1,Day,Rainy ,HDN,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6179,FIL02,fields,low,4,6,8,2020,19,Day2,Night,Rainy ,HDN,Anopheles,Tessellatus,tessellatus ,An. tessellatus ,tessellatus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6180,FIL02,fields,low,4,6,8,2020,19,Day2,Night,Rainy ,HDN,Anopheles,Tessellatus,tessellatus ,An. tessellatus ,tessellatus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6181,FIL02,fields,low,4,6,8,2020,19,Day2,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6182,FIL02,fields,low,4,6,8,2020,22,Day2,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6183,FIL02,fields,low,4,7,8,2020,1,Day2,Night,Rainy ,HDN,Anopheles,Tessellatus,tessellatus ,An. tessellatus ,tessellatus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6184,FIL02,fields,low,4,7,8,2020,1,Day2,Night,Rainy ,HDN,Anopheles,Tessellatus,tessellatus ,An. tessellatus ,tessellatus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6185,FIL02,fields,low,4,7,8,2020,1,Day2,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6186,FIL02,fields,low,4,7,8,2020,2,Day2,Night,Rainy ,HDN,Anopheles,Tessellatus,tessellatus ,An. tessellatus ,tessellatus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6187,FIL02,fields,low,4,7,8,2020,2,Day2,Night,Rainy ,HDN,Anopheles,Tessellatus,tessellatus ,An. tessellatus ,tessellatus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6188,FIL02,fields,low,4,7,8,2020,2,Day2,Night,Rainy ,HDN,Anopheles,Tessellatus,tessellatus ,An. tessellatus ,tessellatus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6189,FIL02,fields,low,4,7,8,2020,3,Day2,Night,Rainy ,HDN,Anopheles,Tessellatus,tessellatus ,An. tessellatus ,tessellatus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6190,FIL02,fields,low,4,7,8,2020,3,Day2,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6191,FIL02,fields,low,4,7,8,2020,3,Day2,Night,Rainy ,HDN,Anopheles,Annularis,nivipes,An. nivipes,nivipes,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6192,FIL02,fields,low,4,7,8,2020,3,Day2,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6193,FIL02,fields,low,4,7,8,2020,4,Day2,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6194,FIL02,fields,low,4,7,8,2020,4,Day2,Night,Rainy ,HDN,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6195,FIL02,fields,low,4,7,8,2020,4,Day2,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6196,FIL02,fields,low,4,7,8,2020,4,Day2,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6197,FIL02,fields,low,4,7,8,2020,4,Day2,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6198,FIL02,fields,low,4,7,8,2020,4,Day2,Night,Rainy ,HDN,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6199,FIL02,fields,low,4,7,8,2020,6,Day2,Night,Rainy ,HDN,Anopheles,Annularis,nivipes,An. nivipes,nivipes,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6200,FIL02,fields,low,4,7,8,2020,6,Day2,Night,Rainy ,HDN,Anopheles,Annularis,annularis,An. annularis,annularis,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6201,FIL02,fields,low,4,7,8,2020,6,Day2,Night,Rainy ,HDN,Anopheles,Annularis,nivipes,An. nivipes,nivipes,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6202,FIL02,fields,low,4,7,8,2020,6,Day2,Night,Rainy ,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,No,,
BC6203,FIL02,fields,low,4,7,8,2020,21,Day3,Night,Rainy ,HDN,Anopheles,Annularis,philippinensis,An. philippinensis,philippinensis,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6204,FIL02,fields,low,4,7,8,2020,22,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6205,FIL02,fields,low,4,7,8,2020,22,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6206,FIL02,fields,low,4,7,8,2020,22,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6207,FIL02,fields,low,4,7,8,2020,23,Day3,Night,Rainy ,HDN,Anopheles,Tessellatus,tessellatus ,An. tessellatus ,tessellatus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6208,FIL02,fields,low,4,7,8,2020,23,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6209,FIL02,fields,low,4,8,8,2020,24,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6210,FIL02,fields,low,4,8,8,2020,24,Day3,Night,Rainy ,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,No,,
BC6211,FIL02,fields,low,4,8,8,2020,24,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6212,FIL02,fields,low,4,8,8,2020,24,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC6213,FIL02,fields,low,4,8,8,2020,1,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6214,FIL02,fields,low,4,8,8,2020,1,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6215,FIL02,fields,low,4,8,8,2020,1,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6216,FIL02,fields,low,4,8,8,2020,1,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6217,FIL02,fields,low,4,8,8,2020,1,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6218,FIL02,fields,low,4,8,8,2020,1,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6219,FIL02,fields,low,4,8,8,2020,1,Day3,Night,Rainy ,HDN,Anopheles,Tessellatus,tessellatus ,An. tessellatus ,tessellatus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6220,FIL02,fields,low,4,8,8,2020,1,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6221,FIL02,fields,low,4,8,8,2020,2,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6222,FIL02,fields,low,4,8,8,2020,3,Day3,Night,Rainy ,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,No,,
BC6223,FIL02,fields,low,4,8,8,2020,4,Day3,Night,Rainy ,HDN,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6224,FIL02,fields,low,4,8,8,2020,4,Day3,Night,Rainy ,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,Yes,,
BC6225,FIL02,fields,low,4,8,8,2020,4,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6226,FIL02,fields,low,4,8,8,2020,4,Day3,Night,Rainy ,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,No,,
BC6227,FIL02,fields,low,4,8,8,2020,4,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6228,FIL02,fields,low,4,8,8,2020,4,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,campestris ,An. campestris ,campestris ,Female,No,none,Pos,1,0,Neg,,,,No,No,no,
BC6229,FIL02,fields,low,4,8,8,2020,5,Day3,Night,Rainy ,HDN,Anopheles,Annularis,philippinensis,An. philippinensis,philippinensis,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6230,FIL02,fields,low,4,8,8,2020,6,Day3,Night,Rainy ,HDN,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6231,FIL02,fields,low,4,8,8,2020,6,Day3,Night,Rainy ,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,No,,
BC6232,FIL02,fields,low,4,8,8,2020,6,Day3,Night,Rainy ,HDN,Anopheles,Tessellatus,tessellatus ,An. tessellatus ,tessellatus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6233,FIL02,fields,low,4,8,8,2020,6,Day3,Night,Rainy ,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6234,FOL03,forest,low,4,29,7,2020,21,Day1,Night,Rainy ,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,No,,
BC6235,FOL03,forest,low,4,29,7,2020,21,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6236,FOL03,forest,low,4,29,7,2020,21,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,baimaii,An. baimaii,baimaii,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6237,FOL03,forest,low,4,29,7,2020,23,Day1,Night,Rainy ,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,No,,
BC6238,FOL03,forest,low,4,29,7,2020,23,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,baimaii,An. baimaii,baimaii,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6239,FOL03,forest,low,4,29,7,2020,23,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,baimaii,An. baimaii,baimaii,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6240,FOL03,forest,low,4,30,7,2020,1,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6241,FOL03,forest,low,4,30,7,2020,3,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC6242,FOL03,forest,low,4,30,7,2020,3,Day1,Night,Rainy ,HDN,Anopheles,Leucosphyrus,dirus ,An. dirus ,dirus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
